代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),
601318.SH,中国平安,2017-06-12,48.14,48.02,49.64,48.02,48.93,85959680,4199730273,0.79,1.641,48.857,
601318.SH,中国平安,2017-06-13,48.93,48.75,49.2,47.9,48.44,67046122,3245558601,-0.49,-1.0014,48.4078,
601318.SH,中国平安,2017-06-14,48.44,48.63,48.84,47,47.21,83401397,3974060287,-1.23,-2.5392,47.6498,
601318.SH,中国平安,2017-06-15,47.21,47.19,47.47,45.91,46.18,104198333,4833899744,-1.03,-2.1817,46.3913,
601318.SH,中国平安,2017-06-16,46.18,46.1,47.18,46.1,46.7,80723142,3777604440,0.52,1.126,46.797,
601318.SH,中国平安,2017-06-19,46.7,46.96,48.63,46.69,48.56,80848191,3869638235,1.86,3.9829,47.863,
601318.SH,中国平安,2017-06-20,48.56,48.77,48.93,47.67,48.1,61635533,2962329659,-0.46,-0.9473,48.062,
601318.SH,中国平安,2017-06-21,48.1,48.3,49.56,47.56,49.43,84975718,4147969142,1.33,2.7651,48.8136,
601318.SH,中国平安,2017-06-22,49.43,49.2,50.47,49.05,49.14,114646405,5715913249,-0.29,-0.5867,49.8569,
601318.SH,中国平安,2017-06-23,49.14,49.24,49.9,48.79,49.72,87371964,4310012062,0.58,1.1803,49.3295,
601318.SH,中国平安,2017-06-26,49.72,49.99,50.77,49.35,49.72,95319255,4760578482,0,0,49.9435,
601318.SH,中国平安,2017-06-27,49.72,49.7,49.95,48.93,49.92,78083585,3855524441,0.2,0.4023,49.3769,
601318.SH,中国平安,2017-06-28,49.92,49.7,49.74,48.55,48.61,69132247,3393564250,-1.31,-2.6242,49.088,
601318.SH,中国平安,2017-06-29,48.61,48.8,50.05,48.38,49.96,75322875,3715241204,1.35,2.7772,49.3242,
601318.SH,中国平安,2017-06-30,49.96,49.8,50.2,49.28,49.61,59863098,2974857809,-0.35,-0.7006,49.6944,
601318.SH,中国平安,2017-07-03,49.61,49.8,49.8,48.55,48.94,56319918,2755923273,-0.67,-1.3505,48.9334,
601318.SH,中国平安,2017-07-04,48.94,48.8,48.84,47.91,47.92,68392065,3299813382,-1.02,-2.0842,48.2485,
601318.SH,中国平安,2017-07-05,47.92,48,50.7,48,50.42,127253722,6293926168,2.5,5.217,49.4597,
601318.SH,中国平安,2017-07-06,50.42,50.42,52,50.07,51.39,113781480,5793924188,0.97,1.9238,50.9215,
601318.SH,中国平安,2017-07-07,51.39,51.15,51.62,50.53,51.01,53392598,2727331058,-0.38,-0.7394,51.0807,
601318.SH,中国平安,2017-07-10,51.01,51.02,51.96,50.69,51.13,57077601,2938274374,0.12,0.2352,51.4786,
601318.SH,中国平安,2017-07-11,51.13,50.81,52.01,50.61,51.23,69953963,3600296755,0.1,1.2851,51.4667,
601318.SH,中国平安,2017-07-12,51.23,51.36,52.5,50.42,50.61,87011734,4490986366,-0.62,-1.2102,51.6136,
601318.SH,中国平安,2017-07-13,50.61,50.98,51.86,50.83,51.63,66534298,3418210961,1.02,2.0154,51.3752,
601318.SH,中国平安,2017-07-14,51.63,51.69,52.79,51.3,52.77,70779162,3681295002,1.14,2.208,52.011,
601318.SH,中国平安,2017-07-17,52.77,53.01,55.09,52.42,53.9,140879134,7585579250,1.13,2.1414,53.8446,
601318.SH,中国平安,2017-07-18,53.9,53.6,54.26,52.51,53.47,87902953,4697173720,-0.43,-0.7978,53.4359,
601318.SH,中国平安,2017-07-19,53.47,53.68,54.48,53.11,53.84,77118069,4138848109,0.37,0.692,53.669,
601318.SH,中国平安,2017-07-20,53.84,53.55,54.15,52.82,54.01,65919874,3528872923,0.17,0.3158,53.5328,
601318.SH,中国平安,2017-07-21,54.01,53.2,53.28,51.9,51.96,129479193,6811105692,-2.05,-3.7956,52.6039,
601318.SH,中国平安,2017-07-24,51.96,52.08,53.1,51.68,52.61,90459593,4749136592,0.65,1.251,52.5001,
601318.SH,中国平安,2017-07-25,52.61,52.62,53.05,52.18,52.31,50683483,2670578612,-0.3,-0.5702,52.6913,
601318.SH,中国平安,2017-07-26,52.31,52.1,52.5,51.28,51.89,65761087,3403982468,-0.42,-0.8029,51.7629,
601318.SH,中国平安,2017-07-27,51.89,51.85,52.74,51.09,52.36,66713294,3456657893,0.47,0.9058,51.8136,
601318.SH,中国平安,2017-07-28,52.36,52.2,52.46,51.8,51.89,49129473,2557067863,-0.47,-0.8976,52.0475,
601318.SH,中国平安,2017-07-31,51.89,51.88,52.64,51.41,52.02,61600507,3210189249,0.13,0.2505,52.113,
601318.SH,中国平安,2017-08-01,52.02,52.2,54.9,52.2,54.85,114793661,6170850610,2.83,5.4402,53.756,
601318.SH,中国平安,2017-08-02,54.85,54.81,54.82,53.88,54.04,72381745,3925861501,-0.81,-1.4768,54.2383,
601318.SH,中国平安,2017-08-03,54.04,54.04,54.48,52.88,52.92,56531164,3036337544,-1.12,-2.0725,53.7109,
601318.SH,中国平安,2017-08-04,52.92,52.99,53.19,51.85,51.94,66608738,3494563811,-0.98,-1.8519,52.464,
601318.SH,中国平安,2017-08-07,51.94,51.91,52.84,51.53,52.32,52385217,2738587944,0.38,0.7316,52.2779,
601318.SH,中国平安,2017-08-08,52.32,52.3,52.56,51.91,52.45,36732251,1917168051,0.13,0.2485,52.193,
601318.SH,中国平安,2017-08-09,52.45,52.35,52.84,52,52.06,41073411,2149503758,-0.39,-0.7436,52.3332,
601318.SH,中国平安,2017-08-10,52.06,52.07,52.45,50.51,50.73,84642315,4333370708,-1.33,-2.5547,51.1963,
601318.SH,中国平安,2017-08-11,50.73,50.2,50.73,49.53,49.58,82814563,4147670928,-1.15,-2.2669,50.0838,
601318.SH,中国平安,2017-08-14,49.58,49.99,51,49.64,50.49,79149496,3992982202,0.91,1.8354,50.4486,
601318.SH,中国平安,2017-08-15,50.49,50.8,51.56,50.6,50.9,68084953,3482968110,0.41,0.812,51.1562,
601318.SH,中国平安,2017-08-16,50.9,50.85,51.29,50.53,51.21,34085106,1735515853,0.31,0.609,50.9171,
601318.SH,中国平安,2017-08-17,51.21,51.47,51.83,50.87,51.1,37471148,1922044261,-0.11,-0.2148,51.294,
601318.SH,中国平安,2017-08-18,51.1,52.4,53.86,51.62,53.17,117642875,6204026735,2.07,4.0509,52.7361,
601318.SH,中国平安,2017-08-21,53.17,53.4,54.28,52.78,53.03,71615254,3834637735,-0.14,-0.2633,53.545,
601318.SH,中国平安,2017-08-22,53.03,53.41,55.26,53.32,55.2,100989678,5503927189,2.17,4.092,54.4999,
601318.SH,中国平安,2017-08-23,55.2,55.01,55.83,54.82,55.4,56488435,3124559298,0.2,0.3623,55.3133,
601318.SH,中国平安,2017-08-24,55.4,55.55,56.28,54.95,55.12,56065476,3111185225,-0.28,-0.5054,55.492,
601318.SH,中国平安,2017-08-25,55.12,54.9,56.22,54.84,55.83,74310600,4147141456,0.71,1.2881,55.8082,
601318.SH,中国平安,2017-08-28,55.83,55.98,57.75,55.98,56.2,80329569,4571588753,0.37,0.6627,56.9104,
601318.SH,中国平安,2017-08-29,56.2,56.1,57.25,55.88,57.06,41677419,2365449403,0.86,1.5302,56.7561,
601318.SH,中国平安,2017-08-30,57.06,57,57.63,56.26,56.41,47027718,2668794013,-0.65,-1.1392,56.7494,
601318.SH,中国平安,2017-08-31,56.41,56.33,56.66,55.55,56.03,48095720,2694501061,-0.38,-0.6736,56.0237,
601318.SH,中国平安,2017-09-01,56.03,56.05,57.04,55.6,56.17,57108347,3213848068,0.14,0.2499,56.2763,
601318.SH,中国平安,2017-09-04,56.17,55.51,55.56,54.81,55.15,48405138,2668523944,-1.02,-0.9341,55.1289,
601318.SH,中国平安,2017-09-05,55.15,55.4,56.6,55.11,56.29,56376990,3153737507,1.14,2.0671,55.9402,
601318.SH,中国平安,2017-09-06,56.29,56.05,56.38,55.09,55.4,42406310,2354829570,-0.89,-1.5811,55.5302,
601318.SH,中国平安,2017-09-07,55.4,55.6,55.82,54.83,54.91,32974056,1818266123,-0.49,-0.8845,55.1423,
601318.SH,中国平安,2017-09-08,54.91,54.9,55.52,54.83,55.02,29032223,1601029319,0.11,0.2003,55.1466,
601318.SH,中国平安,2017-09-11,55.02,55.21,55.98,53.92,53.99,80409842,4405694623,-1.03,-1.872,54.7905,
601318.SH,中国平安,2017-09-12,53.99,54.48,54.87,53.61,54.81,55595400,3018230917,0.82,1.5188,54.2892,
601318.SH,中国平安,2017-09-13,54.81,54.8,55.36,54.33,55.07,39806983,2188825236,0.26,0.4744,54.986,
601318.SH,中国平安,2017-09-14,55.07,55.1,55.25,53.9,54.02,51019115,2769164300,-1.05,-1.9067,54.277,
601318.SH,中国平安,2017-09-15,54.02,54.09,54.2,53.15,53.38,75425944,4035496824,-0.64,-1.1847,53.5028,
601318.SH,中国平安,2017-09-18,53.38,53.27,54.48,53.27,53.3,75400296,4045828546,-0.08,-0.1499,53.658,
601318.SH,中国平安,2017-09-19,53.3,53.69,54.04,53.11,53.46,62150655,3322570961,0.16,0.3002,53.46,
601318.SH,中国平安,2017-09-20,53.46,53.44,53.7,53,53.08,58718913,3132558755,-0.38,-0.7108,53.3484,
601318.SH,中国平安,2017-09-21,53.08,53.16,54.24,53.01,53.82,72709201,3909123212,0.74,1.3941,53.7638,
601318.SH,中国平安,2017-09-22,53.82,53.55,54.35,53.52,54.04,54947182,2965926964,0.22,0.4088,53.9778,
601318.SH,中国平安,2017-09-25,54.04,54.05,54.73,53.82,54.16,65794494,3572267811,0.12,0.2221,54.2943,
601318.SH,中国平安,2017-09-26,54.16,53.99,54.33,53.95,54.25,42795845,2317837253,0.09,0.1662,54.1603,
601318.SH,中国平安,2017-09-27,54.25,54.1,54.24,53.46,53.6,46898447,2525092409,-0.65,-1.1982,53.8417,
601318.SH,中国平安,2017-09-28,53.6,53.6,53.97,53.32,53.74,39773746,2134157815,0.14,0.2612,53.6575,
601318.SH,中国平安,2017-09-29,53.74,53.72,54.35,53.43,54.16,43417231,2345094281,0.42,0.7815,54.013,
601318.SH,中国平安,2017-10-09,54.16,56.1,56.5,54.71,54.76,88236199,4894508072,0.6,1.1078,55.4705,
601318.SH,中国平安,2017-10-10,54.76,54.86,55.52,53.81,54.92,96068320,5234374162,0.16,0.2922,54.486,
601318.SH,中国平安,2017-10-11,54.92,54.9,55.72,54.55,55.31,66452795,3671752167,0.39,0.7101,55.2535,
601318.SH,中国平安,2017-10-12,55.31,55.2,57.19,55.12,57.11,89855011,5060866914,1.8,3.2544,56.3226,
601318.SH,中国平安,2017-10-13,57.11,56.91,57.43,56.73,57.08,50815330,2898031536,-0.03,-0.0525,57.0307,
601318.SH,中国平安,2017-10-16,57.08,57.5,58.55,57.09,57.17,74976923,4336232571,0.09,0.1577,57.8342,
601318.SH,中国平安,2017-10-17,57.17,57.41,58.26,57.2,57.94,63781573,3687434212,0.77,1.3469,57.8135,
601318.SH,中国平安,2017-10-18,57.94,58.06,59.03,57.87,58.98,71037948,4156056201,1.04,1.795,58.5047,
601318.SH,中国平安,2017-10-19,58.98,59.06,59.95,58.8,59.59,74113891,4412200243,0.61,1.0342,59.5327,
601318.SH,中国平安,2017-10-20,59.59,59,59.45,58.64,59.02,45688147,2696601759,-0.57,-0.9565,59.0219,
601318.SH,中国平安,2017-10-23,59.02,59.73,60.18,59.2,59.88,51239175,3066104021,0.86,1.4571,59.8391,
601318.SH,中国平安,2017-10-24,59.88,59.77,61.06,59.63,60.2,70533642,4268526176,0.32,0.5344,60.5176,
601318.SH,中国平安,2017-10-25,60.2,60.1,60.44,59.71,60.08,38645697,2322425400,-0.12,-0.1993,60.0953,
601318.SH,中国平安,2017-10-26,60.08,60,62.26,59.86,61.39,83684094,5137430623,1.31,2.1804,61.3908,
601318.SH,中国平安,2017-10-27,61.39,61.5,63.98,61.48,63.93,87686093,5509478165,2.54,4.1375,62.8318,
601318.SH,中国平安,2017-10-30,63.93,64,65.3,63.13,64.06,118383153,7608700684,0.13,0.2033,64.2718,
601318.SH,中国平安,2017-10-31,64.06,63.5,64.5,63.31,64.36,51366189,3284189902,0.3,0.4683,63.9368,
601318.SH,中国平安,2017-11-01,64.36,64.47,66.28,63.72,64.12,100111909,6497719273,-0.24,-0.3729,64.9046,
601318.SH,中国平安,2017-11-02,64.12,64.2,64.39,63,64.14,82494651,5249507427,0.02,0.0312,63.6345,
601318.SH,中国平安,2017-11-03,64.14,64,64.84,63.48,64.45,68143978,4374187708,0.31,0.4833,64.1904,
601318.SH,中国平安,2017-11-06,64.45,64.69,64.7,62.92,64.01,90857015,5784912562,-0.44,-0.6827,63.6705,
601318.SH,中国平安,2017-11-07,64.01,64.3,66.57,64.3,65.37,117356586,7697028238,1.36,2.1247,65.5867,
601318.SH,中国平安,2017-11-08,65.37,65.4,66.35,64.32,64.61,86782083,5669830793,-0.76,-1.1626,65.3341,
601318.SH,中国平安,2017-11-09,64.61,64.5,66.39,64.4,66.33,70866925,4620472310,1.72,2.6621,65.1993,
601318.SH,中国平安,2017-11-10,66.33,66,69.95,65.93,69.89,125406037,8577347652,3.56,5.3671,68.3966,
601318.SH,中国平安,2017-11-13,69.89,70.1,70.57,69.48,70.15,75220717,5267340967,0.26,0.372,70.0251,
601318.SH,中国平安,2017-11-14,70.15,70.69,71.29,69.77,70.42,80174828,5652540362,0.27,0.3849,70.5027,
601318.SH,中国平安,2017-11-15,70.42,69.98,70.43,68.59,69.2,100945992,6990987895,-1.22,-1.7325,69.2547,
601318.SH,中国平安,2017-11-16,69.2,68.8,73.11,68.75,73.01,116376446,8269151220,3.81,5.5058,71.0552,
601318.SH,中国平安,2017-11-17,73.01,72.7,75.32,71.8,75.27,158039374,11680087761,2.26,3.0955,73.9062,
601318.SH,中国平安,2017-11-20,75.27,74.78,76.49,74.07,75.71,114128113,8583176574,0.44,0.5846,75.2065,
601318.SH,中国平安,2017-11-21,75.71,75.13,79.68,75.13,78.44,144556937,11268384879,2.73,3.6059,77.9512,
601318.SH,中国平安,2017-11-22,78.44,79.5,79.96,76.58,77.45,129348799,10124738589,-0.99,-1.2621,78.2747,
601318.SH,中国平安,2017-11-23,77.45,76.6,78.44,73.7,74.32,157621088,11946905532,-3.13,-4.0413,75.7951,
601318.SH,中国平安,2017-11-24,74.32,74.15,75.46,72.71,74.62,131784376,9752487038,0.3,0.4037,74.0034,
601318.SH,中国平安,2017-11-27,74.62,74.7,74.9,71.55,73.55,163723233,11979068075,-1.07,-1.4339,73.1666,
601318.SH,中国平安,2017-11-28,73.55,72.7,73.54,71.88,72.73,78646962,5710613283,-0.82,-1.1149,72.6107,
601318.SH,中国平安,2017-11-29,72.73,73.54,74.19,71.26,72.42,87500464,6358820396,-0.31,-0.4262,72.6718,
601318.SH,中国平安,2017-11-30,72.42,71.37,71.67,69.55,69.92,116373317,8210562529,-2.5,-3.4521,70.5537,
601318.SH,中国平安,2017-12-01,69.92,69.65,70.18,67.91,68.1,139304603,9600520278,-1.82,-2.603,68.9175,
601318.SH,中国平安,2017-12-04,68.1,67.6,70.35,67.37,69.39,115928317,8019893921,1.29,1.8943,69.1798,
601318.SH,中国平安,2017-12-05,69.39,68.9,71.5,68.78,71.2,169253953,11943537965,1.81,2.6084,70.5658,
601318.SH,中国平安,2017-12-06,71.2,70.9,71.1,68,69.4,124560752,8683330184,-1.8,-2.5281,69.7116,
601318.SH,中国平安,2017-12-07,69.4,69.35,69.81,67.6,68.64,85970358,5882969802,-0.76,-1.0951,68.4302,
601318.SH,中国平安,2017-12-08,68.64,68.94,71.86,68.66,71.49,109563228,7706090993,2.85,4.1521,70.3346,
601318.SH,中国平安,2017-12-11,71.49,71.2,73.31,70.82,73.25,113992734,8230209835,1.76,2.4619,72.1994,
601318.SH,中国平安,2017-12-12,73.25,73.25,73.56,71.17,71.21,77790078,5624415243,-2.04,-2.785,72.3025,
601318.SH,中国平安,2017-12-13,71.21,71.21,72.62,70.2,72.12,86511781,6180930487,0.91,1.2779,71.4461,
601318.SH,中国平安,2017-12-14,72.12,72.12,72.16,70.6,71.01,67618694,4821543307,-1.11,-1.5391,71.3049,
601318.SH,中国平安,2017-12-15,71.01,70.69,71.44,70.05,70.38,73554722,5203043803,-0.63,-0.8872,70.737,
601318.SH,中国平安,2017-12-18,70.38,70.21,71.93,70.21,70.67,67911699,4819171120,0.29,0.412,70.9623,
601318.SH,中国平安,2017-12-19,70.67,70.91,73.63,70.71,73.58,127058305,9235563922,2.91,4.1177,72.6876,
601318.SH,中国平安,2017-12-20,73.58,73.49,74.59,73.08,73.94,93938288,6929166001,0.36,0.4893,73.763,
601318.SH,中国平安,2017-12-21,73.94,73.64,75.58,73.21,74.91,93470766,6973083823,0.97,1.3119,74.6018,
601318.SH,中国平安,2017-12-22,74.91,74.8,75.2,73.63,74.02,71952658,5340481047,-0.89,-1.1881,74.2222,
601318.SH,中国平安,2017-12-25,74.02,74.06,76.17,73.37,74.16,110997896,8271645257,0.14,0.1891,74.5207,
601318.SH,中国平安,2017-12-26,74.16,74.11,74.56,72.88,73.94,83228950,6125332824,-0.22,-0.2967,73.5962,
601318.SH,中国平安,2017-12-27,73.94,73.45,73.45,70.02,70.35,150683445,10782720389,-3.59,-4.8553,71.5588,
601318.SH,中国平安,2017-12-28,70.35,70.3,71.42,69.67,70.59,113088642,7984386864,0.24,0.3412,70.6029,
601318.SH,中国平安,2017-12-29,70.59,71.09,71.53,69.5,69.98,104001801,7316476634,-0.61,-0.8641,70.3495,
601318.SH,中国平安,2018-01-02,69.98,70.21,72.8,70.18,72.59,123616317,8873521553,2.61,3.7296,71.7828,
601318.SH,中国平安,2018-01-03,72.59,73.4,73.9,70.11,70.97,179405492,12887286352,-1.62,-2.2317,71.8333,
601318.SH,中国平安,2018-01-04,70.97,71.02,72.2,70.55,71.18,106115784,7558632047,0.21,0.2959,71.23,
601318.SH,中国平安,2018-01-05,71.18,71.59,71.88,70.45,70.89,77207581,5478422385,-0.29,-0.4074,70.9571,
601318.SH,中国平安,2018-01-08,70.89,70.79,70.79,69.32,70.01,122872953,8582728348,-0.88,-1.2414,69.8504,
601318.SH,中国平安,2018-01-09,70.01,70.3,72.08,70.03,71.87,123949115,8846740744,1.86,2.6568,71.374,
601318.SH,中国平安,2018-01-10,71.87,71.6,71.87,70.71,71.72,82812301,5908131847,-0.15,-0.2087,71.3437,
601318.SH,中国平安,2018-01-11,71.72,71.05,73.12,71,72.65,109628895,7942591596,0.93,1.2967,72.4498,
601318.SH,中国平安,2018-01-12,72.65,72.66,74.5,72.33,74.41,128266294,9412700286,1.76,2.4226,73.3841,
601318.SH,中国平安,2018-01-15,74.41,75.35,78.5,75.35,77.65,200659866,15506926306,3.24,4.3543,77.2797,
601318.SH,中国平安,2018-01-16,77.65,77.68,79.48,77.2,77.81,150164317,11730259422,0.16,0.2061,78.1162,
601318.SH,中国平安,2018-01-17,77.81,78.1,79.35,76.5,77.34,141357416,11007901753,-0.47,-0.604,77.8728,
601318.SH,中国平安,2018-01-18,77.34,78.56,80.11,77.08,77.61,207447138,16276293928,0.27,0.3491,78.46,
601318.SH,中国平安,2018-01-19,77.61,78.3,79.06,76.89,77.59,155380912,12121952907,-0.02,-0.0258,78.0144,
601318.SH,中国平安,2018-01-22,77.59,77.11,79.2,77.05,78.74,121588286,9519920005,1.15,1.4821,78.2964,
601318.SH,中国平安,2018-01-23,78.74,80.3,81.28,78.29,78.76,191989840,15307309842,0.02,0.0254,79.7298,
601318.SH,中国平安,2018-01-24,78.76,79,79.44,76.38,76.44,168914104,13089919947,-2.32,-2.9457,77.4945,
601318.SH,中国平安,2018-01-25,76.44,75.93,75.99,74.8,75.29,123439652,9292249846,-1.15,-1.5044,75.2777,
601318.SH,中国平安,2018-01-26,75.29,75.3,76.85,75.21,76.1,112554650,8558720967,0.81,1.0758,76.0406,
601318.SH,中国平安,2018-01-29,76.1,76.66,76.7,72.89,73.36,151784351,11341796885,-2.74,-3.6005,74.7231,
601318.SH,中国平安,2018-01-30,73.36,72.9,74.36,72.8,73.38,86781693,6389286977,0.02,0.0273,73.6248,
601318.SH,中国平安,2018-01-31,73.38,72.65,75.15,72.52,75.08,93472629,6959739461,1.7,2.3167,74.4575,
601318.SH,中国平安,2018-02-01,75.08,75,75.6,74.05,75.48,141576291,10624480475,0.4,0.5328,75.0442,
601318.SH,中国平安,2018-02-02,75.48,74.87,76.38,74.13,76.01,100758337,7592895872,0.53,0.7022,75.3575,
601318.SH,中国平安,2018-02-05,76.01,74.4,75.95,74.3,75.71,94805442,7124096934,-0.3,-0.3947,75.1444,
601318.SH,中国平安,2018-02-06,75.71,73.85,74.7,72.5,73.77,204966683,15035748671,-1.94,-2.5624,73.357,
601318.SH,中国平安,2018-02-07,73.77,74.6,74.65,70.5,71.38,174784083,12632931016,-2.39,-3.2398,72.2774,
601318.SH,中国平安,2018-02-08,71.38,70.61,71.5,68.37,68.99,153010890,10664335041,-2.39,-3.3483,69.6966,
601318.SH,中国平安,2018-02-09,68.99,66.5,66.97,62.2,64.43,249202978,16087878594,-4.56,-6.6097,64.5573,
601318.SH,中国平安,2018-02-12,64.43,64.66,65.65,64,64.96,102961177,6677189824,0.53,0.8226,64.8515,
601318.SH,中国平安,2018-02-13,64.96,66.2,68.35,66.06,67.02,114795720,7736172612,2.06,3.1712,67.3908,
601318.SH,中国平安,2018-02-14,67.02,67.5,69.19,67.2,68.89,64650188,4399687785,1.87,2.7902,68.0538,
601318.SH,中国平安,2018-02-22,68.89,70.23,70.42,69.23,69.77,78364999,5477772497,0.88,1.2774,69.9008,
601318.SH,中国平安,2018-02-23,69.77,70.25,71.46,69.83,70.64,55601107,3929000289,0.87,1.247,70.6641,
